prompt_idx,concept_id,template,prompt,auc_akiec,auc_bcc,auc_bkl,auc_df,auc_mel,auc_nv,auc_vasc,auc_max,auc_argmax_class
39,arborizing_vessels,t1,a dermoscopic image showing arborizing tree-like blood vessels,0.6707190735131321,0.4960565393961798,0.5617982405163942,0.4830708621486559,0.37703436244241884,0.5184418502583884,0.27724744282266406,0.6707190735131321,akiec
40,arborizing_vessels,t2,a dermatoscopic image with branched telangiectatic vessels,0.6494928408938847,0.4756697928535951,0.5317772959486659,0.5331874274636286,0.3362145251396648,0.5557403461212527,0.26732616940581544,0.6494928408938847,akiec
41,arborizing_vessels,t3,a close-up photograph of a lesion with tree-branch vasculature,0.6046326776395022,0.40016621761868654,0.48243839414487005,0.37977617141259196,0.4238779182593355,0.5673087459791896,0.2931076887714056,0.6046326776395022,akiec
42,blue_grey_ovoid_nests,t1,a dermoscopic image showing blue-grey ovoid nests,0.37397491575733244,0.37819240086329,0.5286313178923656,0.3459302114983098,0.4904833480348917,0.5634029613507675,0.18612113550166648,0.5634029613507675,nv
43,blue_grey_ovoid_nests,t2,a dermatoscopic image with large blue-grey pigmented nests,0.3856202328382176,0.3455714786572004,0.5905107259622807,0.24976563779121405,0.6052036459864745,0.49719906018122023,0.14806459027697966,0.6052036459864745,mel
44,blue_grey_ovoid_nests,t3,a close-up photograph of a lesion with grey-blue oval clusters,0.3615532279843801,0.40494140146159724,0.4848669814049189,0.319643972290925,0.5468816622561992,0.5382830816322861,0.4535087920928629,0.5468816622561992,mel
45,ulceration,t1,a dermoscopic image of an ulcerated skin lesion,0.5497086481028672,0.5774703037647623,0.4471182656568713,0.6947698468930165,0.3845306674507498,0.5272750242765913,0.7299977014136305,0.7299977014136305,vasc
46,ulceration,t2,a dermatoscopic image showing surface erosion or ulcer,0.6139272289332506,0.6113664396656084,0.5182354316961124,0.7344672552164608,0.391636969518769,0.490053305943494,0.46701011378002527,0.7344672552164608,df
47,ulceration,t3,a close-up photograph of a lesion with an open wound,0.48396579200272494,0.6403528996304723,0.42717179649314835,0.6364132946762469,0.5073999411937666,0.46974666786925706,0.8889139179404666,0.8889139179404666,vasc
48,scaly_surface,t1,a dermoscopic image of a skin lesion with a scaly surface,0.4039409753901926,0.3138346792069826,0.4126800890187852,0.6175542003358587,0.26538978731745566,0.6978200098679848,0.4214009883921388,0.6978200098679848,nv
49,scaly_surface,t2,a dermatoscopic image showing keratotic scaling,0.6384382565113196,0.479776327105095,0.6536400030590865,0.5670913440292333,0.3895585220033324,0.48749091735169364,0.09649925295942995,0.6536400030590865,bkl
50,scaly_surface,t3,"a close-up photograph of a rough, scaly patch of skin",0.5338282057832439,0.39281694721050375,0.5842851507577997,0.4720351912786831,0.3549410957561501,0.5657892463129927,0.2076554419032295,0.5842851507577997,bkl
51,strawberry_pattern,t1,a dermoscopic image showing a strawberry pattern with red pseudonetwork,0.5702499908762454,0.40181553210597787,0.45762536968600953,0.5044286126191915,0.38356075664020384,0.5848544837515426,0.4572405470635559,0.5848544837515426,nv
52,strawberry_pattern,t2,a dermatoscopic image with red dots around hair follicles,0.4936065593713125,0.4087454475934966,0.46984756558552976,0.34537237872932935,0.33581432911888665,0.6229465698637588,0.3776956671646937,0.6229465698637588,nv
53,strawberry_pattern,t3,a close-up photograph of a facial actinic lesion with red pseudonetwork,0.6653397077965524,0.44365082994483124,0.5098038638935399,0.486153431540879,0.47556530432225813,0.5130615226143191,0.2189070221813585,0.6653397077965524,akiec
54,milia_like_cysts,t1,a dermoscopic image showing milia-like cysts,0.6305215138133646,0.5043596397961945,0.6869062983000604,0.4843075121962528,0.3937114966186416,0.46675691011816856,0.1602304332835306,0.6869062983000604,bkl
55,milia_like_cysts,t2,a dermatoscopic image with small white round inclusions,0.4380195369998662,0.36629675783547444,0.5045297218727398,0.40289435516705285,0.30736206997941784,0.6474483658819483,0.17392598551890587,0.6474483658819483,nv
56,milia_like_cysts,t3,a close-up photograph of a lesion with white milky cyst-like spots,0.49978078658929725,0.5549883704830029,0.5529010523798629,0.5215258247593713,0.4335423698912084,0.4756941166355342,0.7867854269624183,0.7867854269624183,vasc
57,comedo_like_openings,t1,a dermoscopic image showing comedo-like openings,0.6841913312166221,0.5242304892781062,0.6530109346447761,0.4276954551842949,0.45297720278349507,0.4488447405214522,0.11018503620273531,0.6841913312166221,akiec
58,comedo_like_openings,t2,a dermatoscopic image with brown pseudofollicular plugs,0.5693831125384718,0.5563895018044489,0.6413519827381019,0.3812214654049504,0.45079925512104285,0.4645622528789115,0.14490863119181704,0.6413519827381019,bkl
59,comedo_like_openings,t3,a close-up photograph of a lesion with crater-like dark openings,0.4122131795676557,0.4293108288523807,0.5406715426557356,0.2607875439564977,0.5576308144663334,0.5060343415424177,0.3378197908286404,0.5576308144663334,mel
60,cerebriform_surface,t1,a dermoscopic image with a cerebriform brain-like surface,0.5190893276401104,0.3965746277093726,0.6029942320953201,0.47589365534048805,0.41793817504655495,0.5305940543705732,0.20470865417768072,0.6029942320953201,bkl
61,cerebriform_surface,t2,a dermatoscopic image showing a gyriform fissured pattern,0.6564704451175748,0.4281702660371103,0.5818870112675828,0.5499376241540139,0.3408522983436244,0.5473327851431757,0.15081369957476154,0.6564704451175748,akiec
62,cerebriform_surface,t3,a close-up photograph of a lesion with a wavy brain-like texture,0.43256304514433774,0.27657608219292934,0.5404151613040168,0.36290209238000437,0.3388287366460845,0.6424574401008827,0.1348804735087921,0.6424574401008827,nv
63,central_white_patch,t1,a dermoscopic image showing a central white scar-like patch,0.4683605221220637,0.43562703484790166,0.45455706126711376,0.6537944944079076,0.2726136234440851,0.6431238522005157,0.3389886219974715,0.6537944944079076,df
64,central_white_patch,t2,a dermatoscopic image with a peripheral pigment network surrounding a white centre,0.2880868094838388,0.18622184875657535,0.394097250653832,0.2349120725153621,0.3954411839655003,0.732722948459448,0.07051488334674176,0.732722948459448,nv
65,central_white_patch,t3,a close-up photograph of a firm lesion with a white centre,0.32918263323722974,0.391750061291556,0.37038678525450286,0.5380412970119,0.390551249632461,0.6421924768417053,0.6776221124008734,0.6776221124008734,vasc
66,red_lacunae,t1,a dermoscopic image showing red lacunae,0.5473221171976692,0.4728394250153387,0.43716669430550387,0.5372088946072785,0.27256955797314514,0.6258107650947573,0.5195879783932882,0.6258107650947573,nv
67,red_lacunae,t2,a dermatoscopic image with bright red vascular spaces,0.5186112428986775,0.35248599186251384,0.39821493390766993,0.4595701644954656,0.28696751935705184,0.67974838465135,0.3780927479600046,0.67974838465135,nv
68,red_lacunae,t3,a close-up photograph of a vascular lesion with red lake-like areas,0.5090259479581037,0.5063330373554568,0.39723790233786405,0.4976273995864793,0.45583024600607663,0.5434026255807838,0.8140472359498908,0.8140472359498908,vasc
69,healthy_skin,t1,a dermoscopic image of normal healthy skin,0.4140384170894006,0.25295279216382693,0.43311205303985606,0.3681913612713371,0.27732682544349696,0.7231117785300523,0.16669808068038156,0.7231117785300523,nv
70,healthy_skin,t2,a dermatoscopic image with no visible lesion,0.4289605002250526,0.39451199218516775,0.4123708414348516,0.5568764842336175,0.25959133588160344,0.6963883161598928,0.1866233766233766,0.6963883161598928,nv
71,healthy_skin,t3,a close-up photograph of unremarkable skin,0.5487220661046434,0.43962400647340455,0.5070341503140413,0.521630146731752,0.35125998235812994,0.5934692667907471,0.09624640845879784,0.5934692667907471,nv
