prompt_idx,concept_id,template,prompt,mean_akiec,mean_bcc,mean_bkl,mean_df,mean_mel,mean_nv,mean_vasc
10,diameter_large,t2,a dermatoscopic image of a wide pigmented lesion,0.4282454252243042,0.42359334230422974,0.4426794648170471,0.4295511841773987,0.4449886679649353,0.4495067298412323,0.4003365933895111
11,diameter_large,t3,a close-up photograph of a sizeable mole,0.3059948980808258,0.305740088224411,0.31186169385910034,0.2986447215080261,0.3067130148410797,0.3029641807079315,0.30199503898620605
12,atypical_pigment_network,t1,a dermoscopic image showing an atypical pigment network,0.4283197820186615,0.41520363092422485,0.4340890645980835,0.4068346619606018,0.43029066920280457,0.434192955493927,0.38103482127189636
13,atypical_pigment_network,t2,a dermatoscopic image with an irregular brown grid pattern,0.4578101336956024,0.4418475329875946,0.464610755443573,0.44432252645492554,0.45796337723731995,0.46571728587150574,0.40032729506492615
14,atypical_pigment_network,t3,a close-up photograph of a lesion with a disrupted pigment network,0.42176347970962524,0.41341105103492737,0.4312492609024048,0.3973970115184784,0.4312780201435089,0.4276162087917328,0.38772374391555786
15,blue_white_veil,t1,a dermoscopic image showing a blue-white veil,0.41607049107551575,0.4178282618522644,0.41917815804481506,0.4247637689113617,0.41162607073783875,0.42249739170074463,0.38986557722091675
16,blue_white_veil,t2,a dermatoscopic image with a confluent blue-white area,0.4352720379829407,0.41955462098121643,0.43572020530700684,0.4391617476940155,0.43133798241615295,0.4351556599140167,0.3805534839630127
17,blue_white_veil,t3,a close-up photograph of a lesion with bluish-white structureless regions,0.3888867199420929,0.3942968249320984,0.3996368646621704,0.3994472026824951,0.40671882033348083,0.40792596340179443,0.41574516892433167
18,atypical_vascular_pattern,t1,a dermoscopic image showing atypical vascular structures,0.43664106726646423,0.42798271775245667,0.42968255281448364,0.425341933965683,0.42366981506347656,0.4303286075592041,0.4113205075263977
19,atypical_vascular_pattern,t2,a dermatoscopic image with irregular blood vessels,0.4423052966594696,0.4324752986431122,0.4313879609107971,0.4335167407989502,0.4221164584159851,0.43393611907958984,0.4147617220878601
20,atypical_vascular_pattern,t3,a close-up photograph of a lesion containing dotted or linear vessels,0.4393121302127838,0.42873165011405945,0.43190574645996094,0.4220067262649536,0.4253404438495636,0.43141254782676697,0.40926915407180786
21,irregular_streaks,t1,a dermoscopic image showing irregular radial streaks,0.42482051253318787,0.4147304892539978,0.4220949709415436,0.42431992292404175,0.40958327054977417,0.42656078934669495,0.3912288546562195
22,irregular_streaks,t2,a dermatoscopic image with pseudopods at the lesion edge,0.418506383895874,0.42024651169776917,0.42714613676071167,0.417776882648468,0.4285777509212494,0.4277375638484955,0.40037643909454346
23,irregular_streaks,t3,a close-up photograph of a lesion with streaks at the periphery,0.3856372833251953,0.3862990140914917,0.3864402174949646,0.39908507466316223,0.3839212656021118,0.40298643708229065,0.4117812514305115
24,irregular_pigmentation,t1,a dermoscopic image with irregular dark pigmented blotches,0.4247072637081146,0.41138365864753723,0.43110886216163635,0.40516772866249084,0.42449697852134705,0.4273729920387268,0.36203518509864807
25,irregular_pigmentation,t2,a dermatoscopic image showing structureless black areas,0.44398370385169983,0.42987850308418274,0.4553104043006897,0.4290618896484375,0.45159754157066345,0.45544642210006714,0.3914102017879486
26,irregular_pigmentation,t3,a close-up photograph of a lesion with patchy dark pigment,0.40257373452186584,0.4005109965801239,0.4142692983150482,0.3879486918449402,0.41808411478996277,0.4176839590072632,0.38890618085861206
27,irregular_dots_globules,t1,a dermoscopic image showing irregular dots and globules,0.42260247468948364,0.4103616774082184,0.42980706691741943,0.4045676290988922,0.4193119406700134,0.41909366846084595,0.37989935278892517
28,irregular_dots_globules,t2,a dermatoscopic image with asymmetrically distributed pigmented globules,0.4396255314350128,0.4297868609428406,0.44628196954727173,0.4242575764656067,0.44002848863601685,0.4386420249938965,0.39299914240837097
29,irregular_dots_globules,t3,a close-up photograph of a lesion with scattered brown dots,0.3951357305049896,0.3937307298183441,0.4064992368221283,0.3767951428890228,0.40045371651649475,0.4023280143737793,0.37022045254707336
30,regression_structures,t1,a dermoscopic image showing regression structures,0.43667805194854736,0.4286802411079407,0.4342047870159149,0.42746424674987793,0.4213603138923645,0.43177157640457153,0.4005289375782013
31,regression_structures,t2,a dermatoscopic image with white scar-like areas and peppering,0.46213945746421814,0.43782150745391846,0.4567473530769348,0.45354509353637695,0.44065240025520325,0.4494093954563141,0.38881421089172363
32,regression_structures,t3,a close-up photograph of a lesion with whitish depigmented regions,0.39524927735328674,0.3793490529060364,0.40128329396247864,0.3915705680847168,0.390076220035553,0.3933347761631012,0.3568583130836487
33,symmetric_uniform,t1,a dermoscopic image of a small symmetric mole with a smooth edge,0.4308903217315674,0.4319234788417816,0.43456074595451355,0.4417804777622223,0.4284762740135193,0.4460069537162781,0.4400857985019684
34,symmetric_uniform,t2,a dermatoscopic image of a round even-coloured mole,0.4415375888347626,0.442966103553772,0.449372798204422,0.4458199739456177,0.4442445933818817,0.4544757902622223,0.43665340542793274
35,symmetric_uniform,t3,a close-up photograph of a small round mole,0.3492166996002197,0.35746732354164124,0.35357195138931274,0.34297555685043335,0.349782794713974,0.35012781620025635,0.3542138934135437
36,reticular_network,t1,a dermoscopic image showing a regular reticular pigment network,0.42670774459838867,0.4045884907245636,0.42826393246650696,0.4065402150154114,0.41958317160606384,0.4284069538116455,0.3606058359146118
37,reticular_network,t2,a dermatoscopic image with an even brown net pattern,0.44635963439941406,0.42912396788597107,0.44842398166656494,0.4357859790325165,0.43924325704574585,0.4522298574447632,0.3902990520000458
38,reticular_network,t3,a close-up photograph of a lesion with a uniform grid of pigment,0.4031326174736023,0.39183077216148376,0.4147356152534485,0.38150089979171753,0.41508713364601135,0.4150063991546631,0.37094929814338684
39,arborizing_vessels,t1,a dermoscopic image showing arborizing tree-like blood vessels,0.4204483926296234,0.4057658910751343,0.41068822145462036,0.40454527735710144,0.39751139283180237,0.407264769077301,0.38032400608062744
40,arborizing_vessels,t2,a dermatoscopic image with branched telangiectatic vessels,0.4335900545120239,0.4156132936477661,0.42127475142478943,0.42077624797821045,0.4046612083911896,0.42082738876342773,0.3883868157863617
41,arborizing_vessels,t3,a close-up photograph of a lesion with tree-branch vasculature,0.39708632230758667,0.3827500641345978,0.3882984220981598,0.38180670142173767,0.3852331042289734,0.39124488830566406,0.37082022428512573
42,blue_grey_ovoid_nests,t1,a dermoscopic image showing blue-grey ovoid nests,0.426739364862442,0.4247780740261078,0.4351150691509247,0.42166805267333984,0.4335642158985138,0.4355829060077667,0.39754611253738403
43,blue_grey_ovoid_nests,t2,a dermatoscopic image with large blue-grey pigmented nests,0.4303840100765228,0.4240287244319916,0.44311538338661194,0.4191852807998657,0.44465869665145874,0.4385776221752167,0.38308945298194885
44,blue_grey_ovoid_nests,t3,a close-up photograph of a lesion with grey-blue oval clusters,0.40667206048965454,0.41001611948013306,0.4168734550476074,0.4050756096839905,0.4212656021118164,0.419070303440094,0.415870726108551
45,ulceration,t1,a dermoscopic image of an ulcerated skin lesion,0.40762874484062195,0.41020041704177856,0.40155449509620667,0.4170337915420532,0.3981313407421112,0.4044322371482849,0.4220465123653412
46,ulceration,t2,a dermatoscopic image showing surface erosion or ulcer,0.4312584698200226,0.43125730752944946,0.42441463470458984,0.44005927443504333,0.41704973578453064,0.42279067635536194,0.41646844148635864
47,ulceration,t3,a close-up photograph of a lesion with an open wound,0.3262316882610321,0.3420942723751068,0.32167303562164307,0.34005630016326904,0.3276861011981964,0.32525351643562317,0.37257492542266846
48,scaly_surface,t1,a dermoscopic image of a skin lesion with a scaly surface,0.44163116812705994,0.43487048149108887,0.4422747492790222,0.45302271842956543,0.43415629863739014,0.4503878653049469,0.4378039538860321
49,scaly_surface,t2,a dermatoscopic image showing keratotic scaling,0.42083975672721863,0.4099278151988983,0.4214406907558441,0.4158594012260437,0.40592989325523376,0.41232749819755554,0.37193259596824646
50,scaly_surface,t3,"a close-up photograph of a rough, scaly patch of skin",0.33909571170806885,0.3249751329421997,0.3420886695384979,0.3320033848285675,0.32416948676109314,0.3368096947669983,0.30569571256637573
51,strawberry_pattern,t1,a dermoscopic image showing a strawberry pattern with red pseudonetwork,0.4130702316761017,0.39827072620391846,0.40330883860588074,0.405630886554718,0.3978993892669678,0.40894219279289246,0.3972025215625763
52,strawberry_pattern,t2,a dermatoscopic image with red dots around hair follicles,0.37633809447288513,0.36710089445114136,0.37347495555877686,0.35955315828323364,0.3627105951309204,0.3801448941230774,0.35949715971946716
53,strawberry_pattern,t3,a close-up photograph of a facial actinic lesion with red pseudonetwork,0.3832800090312958,0.3609744906425476,0.3675483465194702,0.36608874797821045,0.3645927906036377,0.36674201488494873,0.3334321081638336
54,milia_like_cysts,t1,a dermoscopic image showing milia-like cysts,0.4182840585708618,0.40823182463645935,0.4201348125934601,0.4065436124801636,0.40169158577919006,0.408143013715744,0.37749311327934265
55,milia_like_cysts,t2,a dermatoscopic image with small white round inclusions,0.45216572284698486,0.44594958424568176,0.4550575613975525,0.4473993182182312,0.44453391432762146,0.45790529251098633,0.42432090640068054
56,milia_like_cysts,t3,a close-up photograph of a lesion with white milky cyst-like spots,0.3539516031742096,0.35694968700408936,0.3565591871738434,0.35553619265556335,0.3486718237400055,0.3525172173976898,0.3750758767127991
57,comedo_like_openings,t1,a dermoscopic image showing comedo-like openings,0.4355366826057434,0.42623671889305115,0.4329023063182831,0.41966721415519714,0.42321163415908813,0.42530396580696106,0.39402884244918823
58,comedo_like_openings,t2,a dermatoscopic image with brown pseudofollicular plugs,0.43071311712265015,0.42932388186454773,0.43489211797714233,0.4157092571258545,0.42281582951545715,0.42569538950920105,0.38933131098747253
59,comedo_like_openings,t3,a close-up photograph of a lesion with crater-like dark openings,0.40779823064804077,0.4070538580417633,0.41516897082328796,0.3935023248195648,0.41602256894111633,0.41303181648254395,0.3996230363845825
60,cerebriform_surface,t1,a dermoscopic image with a cerebriform brain-like surface,0.4273800849914551,0.418192982673645,0.4318620562553406,0.423725962638855,0.42062216997146606,0.42686477303504944,0.39383426308631897
61,cerebriform_surface,t2,a dermatoscopic image showing a gyriform fissured pattern,0.43786853551864624,0.42049622535705566,0.43202900886535645,0.4275600016117096,0.4153998792171478,0.42789173126220703,0.38803520798683167
62,cerebriform_surface,t3,a close-up photograph of a lesion with a wavy brain-like texture,0.39843153953552246,0.3842710554599762,0.40493243932724,0.39138010144233704,0.39158377051353455,0.40682482719421387,0.3654319643974304
63,central_white_patch,t1,a dermoscopic image showing a central white scar-like patch,0.4356629252433777,0.4324852526187897,0.43415072560310364,0.44685763120651245,0.42222797870635986,0.4397865831851959,0.41946205496788025
64,central_white_patch,t2,a dermatoscopic image with a peripheral pigment network surrounding a white centre,0.4470992684364319,0.43767616152763367,0.45392927527427673,0.43969064950942993,0.453358918428421,0.46352526545524597,0.4120063781738281
65,central_white_patch,t3,a close-up photograph of a firm lesion with a white centre,0.37880465388298035,0.3837282359600067,0.38281387090682983,0.39610180258750916,0.3841071128845215,0.39565348625183105,0.4045138657093048
66,red_lacunae,t1,a dermoscopic image showing red lacunae,0.3950693607330322,0.3879948854446411,0.3854740858078003,0.3933922350406647,0.37286296486854553,0.3945053815841675,0.3891684114933014
67,red_lacunae,t2,a dermatoscopic image with bright red vascular spaces,0.43645036220550537,0.4218493103981018,0.4272504150867462,0.430105596780777,0.4198111295700073,0.4391271770000458,0.4180499315261841
68,red_lacunae,t3,a close-up photograph of a vascular lesion with red lake-like areas,0.4046250879764557,0.4043101370334625,0.39677974581718445,0.40400397777557373,0.4009736180305481,0.4047638773918152,0.43372541666030884
69,healthy_skin,t1,a dermoscopic image of normal healthy skin,0.3874080777168274,0.3693721294403076,0.3881993889808655,0.38094496726989746,0.3763020634651184,0.4005470871925354,0.35231760144233704
70,healthy_skin,t2,a dermatoscopic image with no visible lesion,0.4441521465778351,0.4398825168609619,0.4428783655166626,0.45423537492752075,0.43214017152786255,0.4541625380516052,0.4117318093776703
71,healthy_skin,t3,a close-up photograph of unremarkable skin,0.33901840448379517,0.3273550868034363,0.33380326628685,0.335121214389801,0.32211393117904663,0.3372986912727356,0.28417161107063293
